subj,prompt,excluded_subj,excluded_subj_rep,excluded_response,response,prompt_val,prompt_set,prompt_val_set,prompt_stage,concrete_gpt,abstract_gpt,negativity_gpt,positivity_gpt,word_counts,brysbaert_sum,brysbaert_mean,brysbaert_sd
165,P4a,0,0,0,The picture reveals an ongoing board meeting.,P,4,P4,a,2,0,0,1,7,19.65,2.807142857,1.332287685
165,P4b,0,0,0,There is an ongoing business meeting.,P,4,P4,b,2,0,0,0,6,15.75,2.625,0.934403553
165,P4c,0,0,0,There is an ongoing business meeting.,P,4,P4,c,2,0,0,0,6,15.75,2.625,0.934403553
165,P5a,0,0,0,A woman is screaming,P,5,P5,a,8,1,7,0,4,15.96,3.99,0.541910202
165,P5b,0,0,0,A woman is screaming at a mother and child,P,5,P5,b,8,1,7,0,9,32.18,3.575555556,1.154676482
165,P5c,0,0,0,A woman is telling a boy to open his mouth,P,5,P5,c,3,2,0,0,10,34.85,3.485,1.005045604
165,N8a,0,0,0,A mother and daughter in a disagreement,N,8,N8,a,2,1,3,2,7,23.38,3.34,1.100848158
165,N8b,0,0,0,A mother and daughter in a disagreement,N,8,N8,b,2,1,3,2,7,23.38,3.34,1.100848158
165,N8c,0,0,0,A daughter angry at her mother.,N,8,N8,c,2,2,6,1,6,20.24,3.373333333,1.102373198
165,N9a,0,0,0,A guy receiving something from someone,N,9,N9,a,2,0,0,0,6,17.99,2.998333333,1.115623891
165,N9b,0,0,0,A guy giving out a ring to a lady,N,9,N9,b,8,1,0,8,9,30.68,3.408888889,1.046093261
165,N9c,0,0,0,A guys ring has been returned to him by his wife of girlfriend,N,9,N9,c,4,1,2,2,13,37.05,3.0875,1.226133057
165,P6a,0,0,0,Three people in the picture. The man among them is starring at one of the ladies.,P,6,P6,a,7,1,0,0,16,51.02,3.18875,1.294412994
165,P6b,0,0,0,There is an ongoing discussion among four people.,P,6,P6,b,2,0,0,0,8,23.01,2.87625,1.101491683
165,P6c,0,0,0,A lady is sharing a detailed information among his colleagues.,P,6,P6,c,2,1,0,5,10,32.06,3.206,0.636958049
165,N10a,0,0,0,A family eating on a dining table.,N,10,N10,a,8,0,0,5,7,26.69,3.812857143,0.694711314
165,N10b,0,0,0,Three happy people and one unhappy person at a table.,N,10,N10,b,8,2,2,6,10,33.37,3.337,1.244963632
165,N10c,0,0,0,A lady separated from here peers because she is not in a good mood. Her peers seem unbothered.,N,10,N10,c,3,4,4,2,18,50.05,2.780555556,0.962407962
165,P7a,0,0,0,Young footballers celebrating.,P,7,P7,a,7,1,0,8,3,10.58,3.526666667,0.870019157
165,P7b,0,0,0,Young footballers celebrating a goal.,P,7,P7,b,8,1,0,8,5,16.89,3.378,0.651475249
165,P7c,0,0,0,Young footballers celebrating a goal.,P,7,P7,c,8,1,0,8,5,16.89,3.378,0.651475249
165,N11a,0,0,0,A man consoling a woman.,N,11,N11,a,6,1,1,3,5,19.61,3.922,0.698190518
165,N11b,0,0,0,A man apologising to a woman.,N,11,N11,b,3,1,2,2,6,17.3,3.46,1.275264678
165,N11c,0,0,0,A man apologising to a woman who has been affected emotionally.,N,11,N11,c,4,3,2,3,11,24.54,2.726666667,1.254202934
165,P8a,0,0,0,Four girls in the picture,P,8,P8,a,8,0,0,0,5,17.17,3.434,1.35949623
165,P8b,0,0,0,Five girls making suggestions.,P,8,P8,b,3,1,0,1,4,13.62,3.405,1.186746252
165,P8c,0,0,0,five girls making suggestions with one taking notes.,P,8,P8,c,7,1,0,2,8,22.89,3.27,1.032940786
165,P9a,0,0,0,An old woman is crying.,P,9,P9,a,8,1,7,1,5,16.57,3.314,1.219991803
165,P9b,0,0,0,An old woman is crying.,P,9,P9,b,8,1,7,1,5,16.57,3.314,1.219991803
165,P9c,0,0,0,An old woman on a date is crying.,P,9,P9,c,7,2,6,1,8,26.97,3.37125,0.947092355
165,N12a,0,0,0,There is an ongoing meeting.,N,12,N12,a,2,0,0,1,5,12.47,2.494,0.981162576
165,N12b,0,0,0,A supervisor explaining something with her subordinates.,N,12,N12,b,2,1,0,5,7,19.03,2.718571429,0.877675501
165,N12c,0,0,0,A hostile explaining something with subordinates.,N,12,N12,c,2,2,7,1,6,14.39,2.398333333,0.558763516
165,P10a,0,0,0,A family having a fun time.,P,10,P10,a,3,1,0,8,6,17.95,2.991666667,0.821667005
165,P10b,0,0,0,A family have a fun time.,P,10,P10,b,2,1,0,8,6,17.95,2.991666667,0.821667005
165,P10c,0,0,0,Colleagues on a date having a good time.,P,10,P10,c,2,1,0,8,8,24.33,3.04125,0.768568939
165,P11a,0,0,0,A lady trimming the toenails of another lady.,P,11,P11,a,9,0,0,1,8,26.49,3.31125,1.280607417
165,P11b,0,0,0,A lady massaging the foot of another lady.,P,11,P11,b,9,0,0,5,8,26.78,3.3475,1.307481221
165,P11c,0,0,0,A lady painting the toenails of another lady.,P,11,P11,c,9,0,0,5,8,27.35,3.41875,1.372749457
165,P12a,0,0,0,Colleagues in an eatery. ,P,12,P12,a,7,0,0,5,4,12.73,3.1825,1.29780263
165,P12b,0,0,0,Colleagues having a discussion in an eatery.,P,12,P12,b,7,0,0,2,7,21.23,3.032857143,0.993171927
165,P12c,0,0,0,Friends having a discussion during a hangout.,P,12,P12,c,4,1,0,5,7,20.22,2.888571429,0.803853813
166,N1a,0,0,0,A friend group are gathered while playing on their phones.,N,1,N1,a,7,0,0,2,10,31.28,3.128,0.962679132
166,N1b,0,0,0,A group of friends are gathered. Three are playing on their phones. The fourth refuses.,N,1,N1,b,7,1,1,2,15,41.34,2.952857143,0.973229585
166,N1c,0,0,0,Four people gather for a coffee date. Three of them are on their phones. The fourth is bored.,N,1,N1,c,8,2,3,1,18,54.38,3.198823529,1.08851322
166,N2a,0,0,0,A group of girls is ostracizing another girl.,N,2,N2,a,3,2,8,1,8,28.03,3.50375,1.132039089
166,N2b,0,0,0,A group of teenagers are gossiping about another girl.,N,2,N2,b,3,2,4,2,9,27.54,3.06,1.183374412
166,N2c,0,0,0,A group of young adults are gossiping about another woman at a work party.,N,2,N2,c,6,2,6,2,14,43.06,3.075714286,0.960934756
166,P1a,0,0,0,A group of friends are discussing some bad news.,P,1,P1,a,2,1,4,1,9,24.1,2.677777778,0.83340833
166,P1b,0,0,0,A group of friends is intervening with a common friend's drug use.,P,1,P1,b,3,1,4,2,12,36.26,3.021666667,0.868957927
166,P1c,0,0,0,A frustrated man is being consoled by his friends.,P,1,P1,c,4,4,4,2,9,26.92,2.991111111,1.102989624
166,N3a,0,0,0,A group of professionals are having a board meeting while laughing.,N,3,N3,a,6,1,0,7,11,31.79,2.89,1.085412364
166,N3b,0,0,0,Four women and one man are sharing a laugh during a board meeting.,N,3,N3,b,8,1,0,7,13,42.68,3.283076923,1.127337458
166,N3c,0,0,0,A group of professionals are laughing at an intern. The intern is sad and feels left out.,N,3,N3,c,7,4,6,1,17,42.84,2.6775,0.955388228
166,N4a,0,0,0,A woman is arguing with her boyfriend in professional attire.,N,4,N4,a,6,2,3,2,10,33.59,3.359,0.958081996
166,N4b,0,0,0,A woman is arguing with her coworker. The man seems defensive.,N,4,N4,b,4,4,4,2,11,33.71,3.064545455,1.175179677
166,N4c,0,0,0,A woman is proposing an idea at her job. The man is skeptical of it.,N,4,N4,c,3,2,2,2,15,41.49,2.766,1.137897811
166,P2a,0,0,0,Three senior citizen at a retirement home are about to eat turkey.,P,2,P2,a,8,0,0,2,12,37.98,3.165,1.161797197
166,P2b,0,0,0,Three senior citizens are about to eat turkey. The woman is excitedly serving the meal.,P,2,P2,b,8,4,0,7,15,47.49,3.166,1.315347863
166,P2c,0,0,0,An older woman is excitedly serving a turkey dinner to two other older men. It seems to be a festive meal.,P,2,P2,c,8,4,0,8,21,65.16,3.102857143,1.175942783
166,N5a,0,0,0,Four people are on their phones while drinking coffee.,N,5,N5,a,8,0,0,2,9,32.51,3.612222222,1.282495397
166,N5b,0,0,0,Three friends are distracted by their phones on a coffee date. The fourth is looking elsewhere.,N,5,N5,b,7,2,2,2,16,46.04,3.069333333,1.086964756
166,N5c,0,0,0,A group is met for a coffee date but three of them are distracted by their phones. The fourth is disappointed.,N,5,N5,c,6,4,3,2,21,59.44,2.972,1.106895136
166,N6a,0,0,0,A man is taking a selfie while at a bachelor party with friends.,N,6,N6,a,7,1,0,5,13,38.43,3.2025,0.966475556
166,N6b,0,0,0,A man is taking a selfie at a bachelor party. His friends do not seem to be having fun.,N,6,N6,b,7,3,3,2,19,51.52,2.862222222,0.9462468
166,N6c,0,0,0,A man is smiling while taking a selfie at a bachelor party. His friends are both bored however.,N,6,N6,c,7,3,2,5,18,53.3,3.135294118,0.953114091
166,N7a,0,0,0,A woman is arguing with her boyfriend on a couch.,N,7,N7,a,8,2,4,1,10,35.19,3.519,0.882237685
166,N7b,0,0,0,A woman is arguing with her boyfriend in their apartment. The man is making her talk to the hand.,N,7,N7,b,7,3,6,1,19,62.81,3.305789474,1.152583165
166,N7c,0,0,0,A woman is arguing with her girlfriend in their apartment. The second woman is making the first talk to the hand.,N,7,N7,c,8,2,6,1,21,63.33,3.1665,1.161184853
166,P3a,0,0,0,A woman is presenting sales figures to her company.,P,3,P3,a,4,0,0,5,9,30.69,3.41,0.834161255
166,P3b,0,0,0,A woman is nervous while presenting sales figures to her coworkers.,P,3,P3,b,4,6,3,2,11,34.26,3.114545455,1.037616149
166,P3c,0,0,0,A woman is nervous while presenting sales figures to her attentive coworkers.,P,3,P3,c,4,6,3,3,12,36.04,3.003333333,1.061691047
166,P4a,0,0,0,A company board of mostly black women is discussing figures.,P,4,P4,a,3,1,0,0,10,34.58,3.458,0.964454941
166,P4b,0,0,0,A company board of mostly black women discuss sales figures in an office.,P,4,P4,b,7,0,0,0,13,40.24,3.353333333,1.140600586
166,P4c,0,0,0,An all black company board is discussing sales figures in a room lit brightly by the sun.,P,4,P4,c,8,0,0,0,17,56.06,3.297647059,1.113005668
166,P5a,0,0,0,A woman is makin a silly face at a child who is being held by another adult.,P,5,P5,a,8,1,0,6,17,51.9,3.24375,1.119511054
166,P5b,0,0,0,An aunt is making silly faces at her nephew. They are having a party with wine.,P,5,P5,b,8,2,0,7,16,49.74,3.10875,1.118802187
166,P5c,0,0,0,A lesbian couple is having dinner as a family. One women is making silly faces at their child.,P,5,P5,c,8,1,0,8,18,63.23,3.512777778,1.021099785
166,N8a,0,0,0,An older woman is yelling at her daughter on Christmas.,N,8,N8,a,8,2,7,1,10,32.95,3.295,1.033626303
166,N8b,0,0,0,An older woman is arguing with her daughter who is pouting during a Christmas party.,N,8,N8,b,8,2,4,2,15,46.04,3.069333333,1.05151229
166,N8c,0,0,0,A woman is pouting while her mother scolds her during a Christmas party.,N,8,N8,c,8,2,4,2,13,42.12,3.24,0.929318747
166,N9a,0,0,0,A teenage boy is distressed because his mother is leaving.,N,9,N9,a,3,6,7,1,10,33.2,3.32,1.066729165
166,N9b,0,0,0,A woman is rejecting a man's marriage proposal.,N,9,N9,b,4,1,6,2,8,27.34,3.4175,0.893927929
166,N9c,0,0,0,A woman is rejecting a man's marriage proposal and the man is very distraught.,N,9,N9,c,3,3,7,1,14,42.71,3.050714286,1.198534132
166,P6a,0,0,0,A ginger man is speaking with three other friends.,P,6,P6,a,4,0,0,0,9,31.32,3.48,1.033513425
166,P6b,0,0,0,A group of friends are having a conversation during a party.,P,6,P6,b,3,0,0,5,11,31.29,2.844545455,0.901425134
166,P6c,0,0,0,A group of coworkers are discussing a work related problem.,P,6,P6,c,2,0,0,0,10,29.75,2.975,0.910717056
166,N10a,0,0,0,A parent is discipling one child while a second watches and a third sleeps.,N,10,N10,a,7,1,1,1,14,39.11,3.555454545,1.147173602
166,N10b,0,0,0,A group of young adults are talking about a woman behind her back.,N,10,N10,b,4,2,4,1,13,42.81,3.293076923,1.005338953
166,N10c,0,0,0,A woman is left out of a conversation with the larger group and she feels sad.,N,10,N10,c,3,4,6,1,16,46.25,2.890625,0.922702327
166,P7a,0,0,0,A soccer player is celebrating a good play while being congratulated by her teammates.,P,7,P7,a,8,2,0,8,14,37.81,2.908461538,0.99084851
166,P7b,0,0,0,A child soccer player is happy and celebrating while being congratulated by her teammates.,P,7,P7,b,8,4,0,9,14,38.54,2.964615385,1.134927423
166,P7c,0,0,0,A little boy is happy and celebrating a win in soccer while his teammates celebrate him.,P,7,P7,c,6,3,0,9,16,51.21,3.200625,0.940194794
166,N11a,0,0,0,A man is consoling his sick wife who is blowing her nose in a tissue.,N,11,N11,a,8,3,2,3,15,54.21,3.614,0.882106246
166,N11b,0,0,0,A man is pleading with his distraught wife who is crying into a tissue.,N,11,N11,b,8,6,6,2,14,45.91,3.279285714,1.029835418
166,N11c,0,0,0,A man is pleading for a second chance from his girlfriend who is crying into a tissue.,N,11,N11,c,8,6,5,2,17,50.12,3.1325,1.110126119
166,P8a,0,0,0,A coach is discussing a play with her team.,P,8,P8,a,3,1,0,1,9,29.75,3.305555556,0.623961359
166,P8b,0,0,0,A women's soccer coach is discussing the next play with her team.,P,8,P8,b,3,1,0,1,12,39.71,3.309166667,0.983180908
166,P8c,0,0,0,A female coach in a tracksuit is discussing the next play at a women's soccer practice.,P,8,P8,c,8,1,0,5,16,54.31,3.394375,0.977943207
166,P9a,0,0,0,A middle-aged woman is crying at a coffee shop.,P,9,P9,a,9,2,6,1,9,28.79,3.59875,0.883765281
166,P9b,0,0,0,A middle aged woman was stood up on a date and is crying.,P,9,P9,b,8,2,7,1,13,36.56,3.323636364,0.931517823
166,P9c,0,0,0,A woman is sad and crying at a restaurant with a friend.,P,9,P9,c,8,3,7,1,12,38.76,3.23,1.008437135
166,N12a,0,0,0,Three professionals are watching another present a project.,N,12,N12,a,3,1,0,0,8,25.17,3.14625,0.891434438
166,N12b,0,0,0,A woman is presenting sales figures to her coworkers at a company meeting.,N,12,N12,b,4,0,0,1,13,43.29,3.33,0.828130425
166,N12c,0,0,0,A woman is angry at her team for presumably poor performance in the last fiscal year.,N,12,N12,c,2,6,7,1,16,45.01,2.813125,0.854468402
166,P10a,0,0,0,A group of children are sitting at a river.,P,10,P10,a,8,0,0,5,9,30.68,3.408888889,1.313939158
166,P10b,0,0,0,A group of friends are talking at a bench.,P,10,P10,b,7,0,0,5,9,28.22,3.135555556,1.107757996
166,P10c,0,0,0,A group of teenage students are eating lunch and speaking on a bench with some sitting on the ground.,P,10,P10,c,8,0,0,5,19,62.6,3.294736842,1.17343924
166,P11a,0,0,0,Two women are wrapping a present in pink wrapping paper.,P,11,P11,a,9,0,0,5,10,37.21,3.721,0.876653359
166,P11b,0,0,0,Two women are wrapping a present in pink wrapping paper on their couch.,P,11,P11,b,9,0,0,7,13,48.51,3.731538462,0.829677107
166,P11c,0,0,0,A woman is painting her friend's nail on her couch.,P,11,P11,c,8,1,0,5,10,38.39,3.839,0.812423672
166,P12a,0,0,0,A man is being spoken to by 3 other people.,P,12,P12,a,6,0,0,0,10,31,3.1,1.261101811
166,P12b,0,0,0,A man is apart of a friendly conversation in his living room.,P,12,P12,b,6,2,0,7,12,39.8,3.316666667,0.899083709
166,P12c,0,0,0,A group of friends are enjoying pizza for lunch at a restaurant.,P,12,P12,c,8,1,0,8,12,37.4,3.116666667,1.237536654
167,N1a,0,0,0,Three people are seated together. While two are attached to their phones the other is contemplating alone.,N,1,N1,a,5,4,1,2,17,50.34,2.961176471,1.235282773
167,N1b,0,0,0,A group of four are together at a table. Three of the people are on their phones while another lives in the present reality.,N,1,N1,b,6,4,2,2,24,69.31,2.887916667,1.10658888
167,N1c,0,0,0,"A group of four are seated together and bored. Three people are on their phone while another refuses to give into the allure of screen addiction, but is consequentially bored.",N,1,N1,c,7,7,5,1,30,84.91,2.830333333,1.080030278
167,N2a,0,0,0,A group of school kids are gathered in an art space. All but one is paying attention. The girl not paying attention has her arms crossed looking away from the group.,N,2,N2,a,8,2,2,2,31,85.59,3.056785714,1.158642416
167,N2b,0,0,0,"A group of people in a class setting are gossiping about a woman who is in the room. While others snicker at the main antagonist the girl being gossiped about looks away dejected, overhearing the remarks.",N,2,N2,b,7,6,7,1,36,99.53,2.764722222,1.0627417
167,N2c,0,0,0,"A group of people are in a lounge/recreation space, fitted with a foosball table and beanbags. A group of four stands together and gossips while a fifth looks you down menacingly with her arms cross. It's clear that the group of four is gossiping about you, while the fifth is ""standing guard"", or there to intimidate and make you feel judged. The group snickers about what each other says.",N,2,N2,c,8,8,8,1,69,194.88,2.908656716,1.077661463
167,P1a,0,0,0,"A group is gathered around a man, who is being consoled for a loss or a delivery of bad news.",P,1,P1,a,6,6,6,2,20,57.32,2.866,1.001784723
167,P1b,0,0,0,A group is holding an intervention for a man.,P,1,P1,b,3,1,3,2,9,28.96,3.217777778,1.104250626
167,P1c,0,0,0,A group of friends is holding an intervention for a friend. The friends look stern and almost ashamed while the man looks upset.,P,1,P1,c,8,4,7,1,23,60.36,2.624347826,0.99307981
167,N3a,0,0,0,A group is seated around a table laughing.,N,3,N3,a,8,1,0,8,8,30.4,3.8,0.959791644
167,N3b,0,0,0,A work meeting is taking place but the mood is light. Someone told a joke and the group erupts into laughter.,N,3,N3,b,7,3,0,8,21,63.61,3.029047619,0.938530259
167,N3c,0,0,0,A group of professionals are making fun of and gossiping about a woman who is seated at the table with them.,N,3,N3,c,6,4,8,1,21,55.34,2.767,1.155153669
167,N4a,0,0,0,A man and a woman are speaking to each other at a coffee bar.,N,4,N4,a,8,0,0,5,14,43.24,3.088571429,1.24995912
167,N4b,0,0,0,A man is being confronted by a woman. The man is denying what the woman is confronting him about.,N,4,N4,b,4,2,2,2,19,57.42,3.022105263,1.197936091
167,N4c,0,0,0,A man and a woman are seated at a table facing a laptop. The two are arguing over what is on the screen.,N,4,N4,c,8,3,4,2,23,75.08,3.264347826,1.260580047
167,P2a,0,0,0,A group of three elderly people are together. One presents the others with a turkey for dinner.,P,2,P2,a,7,1,0,6,17,52.75,3.102941176,1.15493379
167,P2b,0,0,0,"Turkey is being placed on the table for supper, with two already seated at the table.",P,2,P2,b,8,0,0,2,16,50.99,3.186875,1.424840196
167,P2c,0,0,0,"A woman is serving the turkey on Thanksgiving, with two seated men pleased by the appearance.",P,2,P2,c,8,2,0,7,16,51.26,3.20375,1.280061847
167,N5a,0,0,0,"A group sits together, with all but one on their phones.",N,5,N5,a,8,1,2,2,11,36.64,3.330909091,1.022403585
167,N5b,0,0,0,"A group of three sits close together all on their phones, with another is further away, bored, but not on their phone.",N,5,N5,b,8,3,2,2,22,69.21,3.145909091,0.940246468
167,N5c,0,0,0,Three people are on their phone sitting outside a cafe while a fourth is upset that she's the only one not dependent on technology for cheap dopamine.,N,5,N5,c,7,7,4,2,27,81.05,3.117307692,1.10619549
167,N6a,0,0,0,"A man sits with two of his friends, all wearing a similar outfit. The man on the left is taking a selfie.",N,6,N6,a,8,0,0,2,22,65.94,3.14,1.052687038
167,N6b,0,0,0,Three men sit together on a couch. The men are wearing similar outfits. While the man on the left is taking a selfie the others are disinterested.,N,6,N6,b,8,2,2,2,27,77.81,2.992692308,1.205582209
167,N6c,0,0,0,"Three men sit together on a couch at a party. One man takes a selfie, another is checking his phone, and the third man in the middle is holding his phone looking bored.",N,6,N6,c,9,2,1,2,33,106.88,3.447741935,1.016273289
167,N7a,0,0,0,"A woman is argiung to a man. She is talking with a lot of body language, mainly her hands, while she is turned around seated at a table.",N,7,N7,a,8,2,2,2,28,84.26,3.3704,1.04754268
167,N7b,0,0,0,A man and woman are having an argument. The man is raising his hand to dismiss the woman but the woman is insistent.,N,7,N7,b,7,3,4,2,23,67.24,2.923478261,1.298735779
167,N7c,0,0,0,"Two woman are arguing at a coffee, seated in the corner. One woman is dismissive of the other, but other remains confrontational.",N,7,N7,c,6,5,6,2,22,65.5,2.977272727,1.19725552
167,P3a,0,0,0,"A woman is standing in front of a group of others holding a document, likely presenting information to the group. The woman looks slightly nervous, and there are four other people in the room listening.",P,3,P3,a,8,3,2,3,35,102.66,2.933142857,1.112801899
167,P3b,0,0,0,The woman presenting information is nervous while holding a document pertinent to the meeting. The other members of the group are seated at a table with cups of coffee.,P,3,P3,b,8,6,2,2,29,82.75,2.853448276,1.26442329
167,P3c,0,0,0,"There is a woman standing presenting information to a group of professionals. The woman is part of the group of professionals but not most senior, she was asked to stand and present her data. Three other members at the table are attentive while another is holding a pen, either reviewing his own papers or taking notes.",P,3,P3,c,8,3,0,2,56,151.37,2.803148148,1.063216594
167,P4a,0,0,0,A meeting is taking place. A coworker has the attention of the attendees.,P,4,P4,a,3,1,0,0,13,34.87,2.905833333,0.980199037
167,P4b,0,0,0,A coworker is speaking at a meeting using her laptop for notes/points. The other attendees are attentive to the woman speaking.,P,4,P4,b,8,1,0,5,21,65.88,2.994545455,1.123433204
167,P4c,0,0,0,A group of colleagues are in a meeting. The woman at the far end of the table is presenting information. Everyone is fully attentive and engaged to the speaker. The meeting is taking place in a dedicated conference room in a corporate office.,P,4,P4,c,7,3,0,7,43,125.08,2.908837209,1.065724009
167,P5a,0,0,0,A woman is making a dace at a baby being held by another woman.,P,5,P5,a,8,0,0,0,14,42.11,3.239230769,1.061794562
167,P5b,0,0,0,A woman is making a face at a child who is being picked up by another woman.,P,5,P5,b,8,1,0,0,17,56.4,3.317647059,1.077447965
167,P5c,0,0,0,A child is held by a woman on the edge of the dinner table by a woman while another makes a funny face to amuse the kid.,P,5,P5,c,9,1,0,7,27,78.56,3.021538462,1.229122263
167,N8a,0,0,0,"A mom is looking at her child, who is seated at a table looking sad.",N,8,N8,a,9,2,3,1,15,51.09,3.406,1.021712848
167,N8b,0,0,0,A woman talking to another woman at Christmas time. An argument has taken place and the woman at the table is looking away from the other in anger.,N,8,N8,b,8,3,7,1,28,75.53,2.797407407,1.082968117
167,N8c,0,0,0,"An older woman, standing, is talking to a younger woman, seated at a table, during the winter holidays. The seated woman is upset.",N,8,N8,c,8,2,4,2,23,74.84,3.253913043,1.224012549
167,N9a,0,0,0,A man is crouched down being handing something by a standing woman.,N,9,N9,a,8,1,0,0,12,41.57,3.464166667,1.157775754
167,N9b,0,0,0,A man is being divorced by his now ex-wife. The man is crouched down in sorrowful disbelief as his wife drops her ring in his hand.,N,9,N9,b,8,7,8,1,26,85.11,3.152222222,1.134444403
167,N9c,0,0,0,A sitting man cries as his now ex-wife drops her wedding ring in his hand and she walks away.,N,9,N9,c,9,4,8,1,19,66.12,3.306,1.114915149
167,P6a,0,0,0,A group of people are together in a kitchen. All of the attention is on a woman speaking.,P,6,P6,a,7,2,0,5,18,55.83,3.101666667,1.086273988
167,P6b,0,0,0,"A group of people are standing together. One of the women is speaking, and the others listen.",P,6,P6,b,7,1,0,1,17,50.13,2.948823529,1.204013509
167,P6c,0,0,0,"A group of coworkers are standing together, all listen while one speaks of her findings.",P,6,P6,c,7,1,0,5,15,44.33,2.955333333,0.986442864
167,N10a,0,0,0,"A woman is with her two kids, a boy and a girl. The woman is paying attention to what the kids are doing.",N,10,N10,a,7,2,0,2,23,69.12,3.141818182,1.228008982
167,N10b,0,0,0,"A group of people, possibly students or coworkers, are together at a table. There is a conversation happening with all but one of the peers. The four others conversating don't seem to notice that the fifth is left out, and the fifth is looking down and seems unincluded.",N,10,N10,b,8,5,4,1,48,115.11,2.676976744,1.091817041
167,N10c,0,0,0,A group of younger adults are at a table together with coffee. The group is at a coffee shop and four of the five are conversating. The fifth member seems excluded from the conversation.,N,10,N10,c,8,3,3,2,34,86.98,2.805806452,1.149964562
167,P7a,0,0,0,Two teammates congratulate another after scoring in the game.,P,7,P7,a,7,2,0,8,9,28.49,3.165555556,1.012399515
167,P7b,0,0,0,A child-athlete is celebrating a goal in a soccer math and two of his teammates are congratulating him.,P,7,P7,b,8,1,0,9,18,62.38,3.283157895,0.93840913
167,P7c,0,0,0,A young soccer player scored a goal and is congratulated by three other teammates while celebrating.,P,7,P7,c,8,1,0,8,16,44.86,2.990666667,0.938436897
167,N11a,0,0,0,"A man and a woman are seated together on a couch. The man is consoling the woman, who is dabbing away tears with a tissue.",N,11,N11,a,9,3,4,2,25,83.99,3.3596,1.199345238
167,N11b,0,0,0,A man is apologizing to an upset woman. The woman is turned away holding a tissue to her face.,N,11,N11,b,8,3,6,2,19,59.14,3.285555556,1.22182709
167,N11c,0,0,0,"A man is pleading for forgiveness to a woman. The woman is crying with tissue in hand, facing away from the apologetic man. There is notable space on the couch between the man and the woman.",N,11,N11,c,8,3,7,1,36,109.81,3.050277778,1.310414299
167,P8a,0,0,0,"A sports team is huddled together at a timeout, discussing their strategy going forward in the game.",P,8,P8,a,7,2,0,5,17,53.15,3.126470588,0.797417246
167,P8b,0,0,0,"A female sports team is huddled together, listening to the couch lay out the game-plan for the match.",P,8,P8,b,8,1,0,5,18,59.5,3.131578947,1.148991167
167,P8c,0,0,0,A couch of a women's sports team is surrounded in a huddle by some of her players. The couch is holding a pen and notepad with plays drawn up for the team. The coach is listening to a player give input on the strategy.,P,8,P8,c,8,3,0,5,44,131.82,3.065581395,1.08377713
167,P9a,0,0,0,"A woman is seated, crying.",P,9,P9,a,8,1,7,1,5,20.42,4.084,0.581403474
167,P9b,0,0,0,"A woman is seated at a restaurant, crying. It's her birthday.",P,9,P9,b,8,2,7,1,11,39.64,3.603636364,0.882884735
167,P9c,0,0,0,A woman is celebrating a special dinner at a restaurant and is overcome with emotion.,P,9,P9,c,5,5,1,8,15,46.43,3.095333333,1.074695084
167,N12a,0,0,0,A woman is conducting a presentation in a corporate setting. The woman is standing while three men are sitting and listening.,N,12,N12,a,8,0,0,0,21,67.59,3.218571429,1.077312794
167,N12b,0,0,0,A woman is presenting information to a group of colleagues. The woman is holding an important paper. The three men sitting at the table are listening and all have cups of coffee.,N,12,N12,b,8,1,0,5,32,100.12,3.12875,1.288749707
167,N12c,0,0,0,"A woman is standing from her chair at a table confronting a member of the group. The member being confronted is paying attention and looking at the woman confronting him while the other two at the table are looking away in awkwardness, avoiding the confrontation. There is a graph on the board and the woman is holding a document. The woman is gesturing to the other side of the table, perhaps at another member of the group just out of view. The confrontation is assertive.",N,12,N12,c,8,4,3,2,85,232.14,2.763571429,1.117770633
167,P10a,0,0,0,Bystanders cheer on those participating in an event.,P,10,P10,a,6,1,0,8,8,21.47,2.68375,0.882495447
167,P10b,0,0,0,People seated on a wall are watching something happen slightly below them.,P,10,P10,b,7,1,0,1,12,39.2,3.266666667,1.254869304
167,P10c,0,0,0,A group is seated outside eating lunch together while having a conversation. Some are seated on a ledge and some on the ground.,P,10,P10,c,8,0,0,5,23,75.06,3.263478261,1.084245061
167,P11a,0,0,0,A woman is getting her foot looked at by a female medical professional.,P,11,P11,a,8,1,0,1,13,41.53,3.194615385,1.03287314
167,P11b,0,0,0,A female patient is getting treatment from a female doctor for a foot injury. The patient has her leg up and rested in the lap of the medical professional.,P,11,P11,b,9,0,0,0,29,84.68,3.024285714,1.137132288
167,P11c,0,0,0,A woman is getting her toenails painted by her friend.,P,11,P11,c,8,1,0,5,10,34.29,3.429,1.073627806
167,P12a,0,0,0,A group of four seated around a table are conversating.,P,12,P12,a,7,0,0,0,10,29.15,3.238888889,1.222399735
167,P12b,0,0,0,"A group of four, two men and two women, are seated at a table together. The group listens as one man speaks.",P,12,P12,b,8,1,0,1,22,74.07,3.366818182,1.207438794
167,P12c,0,0,0,A group of five are seated together at a restaurant. One man is speaking and the other four are listening.,P,12,P12,c,8,1,0,0,20,62.56,3.128,1.154627304
168,N1a,0,0,0,People are sitting outside of a cafe and scrolling through their phones. They seem to be relaxed and chilling.,N,1,N1,a,7,3,0,7,19,57.58,3.030526316,1.268439434
168,N1b,0,0,0,Several people are chilling outside of a patio and scrolling through their phones. They look relaxed and are intently staring at their phones. ,N,1,N1,b,8,2,0,6,23,71.93,3.127391304,1.122874628
